company_name,job_position,company_certified,location_certified,user_feedback_score,scam_reports,is_fake,job_description,company_website
Facebook,Cloud Architect,0,0,4.91,30,1,"**Position:** Cloud Architect
**Company:** Facebook

**Job Description:**
We are seeking a Cloud Architect to join our team at Facebook. This role involves performing tasks and responsibilities typical for this position.

Facebook is not a certified company. The job location is not certified. The position has a user feedback score of 4.91, and 30 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.facebook.com
Spotify,Business Analyst,0,0,3.0,7,1,"**Position:** Business Analyst
**Company:** Spotify

**Job Description:**
We are seeking a Business Analyst to join our team at Spotify. This role involves performing tasks and responsibilities typical for this position.

Spotify is not a certified company. The job location is not certified. The position has a user feedback score of 3.00, and 7 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Infosys,Business Analyst,1,1,1.8,37,1,"**Position:** Business Analyst
**Company:** Infosys

**Job Description:**
We are seeking a Business Analyst to join our team at Infosys. This role involves performing tasks and responsibilities typical for this position.

Infosys is a certified company. The job location is certified. The position has a user feedback score of 1.80, and 37 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Amazon,Software Engineer,0,1,1.29,47,1,"**Position:** Software Engineer
**Company:** Amazon

**Job Description:**
We are seeking a Software Engineer to join our team at Amazon. This role involves performing tasks and responsibilities typical for this position.

Amazon is not a certified company. The job location is certified. The position has a user feedback score of 1.29, and 47 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.amazon.com
Infosys,Software Engineer,0,1,3.98,35,1,"**Position:** Software Engineer
**Company:** Infosys

**Job Description:**
We are seeking a Software Engineer to join our team at Infosys. This role involves performing tasks and responsibilities typical for this position.

Infosys is not a certified company. The job location is certified. The position has a user feedback score of 3.98, and 35 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Twitter,Cybersecurity Analyst,0,0,2.12,1,1,"**Position:** Cybersecurity Analyst
**Company:** Twitter

**Job Description:**
We are seeking a Cybersecurity Analyst to join our team at Twitter. This role involves performing tasks and responsibilities typical for this position.

Twitter is not a certified company. The job location is not certified. The position has a user feedback score of 2.12, and 1 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://twitter.com
Zoom,IT Support,1,0,4.63,34,1,"**Position:** IT Support
**Company:** Zoom

**Job Description:**
We are seeking a IT Support to join our team at Zoom. This role involves performing tasks and responsibilities typical for this position.

Zoom is a certified company. The job location is not certified. The position has a user feedback score of 4.63, and 34 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
HP,UX Designer,0,0,3.61,7,1,"**Position:** UX Designer
**Company:** HP

**Job Description:**
We are seeking a UX Designer to join our team at HP. This role involves performing tasks and responsibilities typical for this position.

HP is not a certified company. The job location is not certified. The position has a user feedback score of 3.61, and 7 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Philips,Software Engineer,1,1,4.48,41,1,"**Position:** Software Engineer
**Company:** Philips

**Job Description:**
We are seeking a Software Engineer to join our team at Philips. This role involves performing tasks and responsibilities typical for this position.

Philips is a certified company. The job location is certified. The position has a user feedback score of 4.48, and 41 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Lenovo,IT Support,1,0,1.03,22,1,"**Position:** IT Support
**Company:** Lenovo

**Job Description:**
We are seeking a IT Support to join our team at Lenovo. This role involves performing tasks and responsibilities typical for this position.

Lenovo is a certified company. The job location is not certified. The position has a user feedback score of 1.03, and 22 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Intel,Cybersecurity Analyst,0,0,3.57,33,1,"**Position:** Cybersecurity Analyst
**Company:** Intel

**Job Description:**
We are seeking a Cybersecurity Analyst to join our team at Intel. This role involves performing tasks and responsibilities typical for this position.

Intel is not a certified company. The job location is not certified. The position has a user feedback score of 3.57, and 33 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.intel.com
Baidu,Data Scientist,1,1,4.04,10,0,"**Position:** Data Scientist
**Company:** Baidu

**Job Description:**
We are seeking a Data Scientist to join our team at Baidu. This role involves performing tasks and responsibilities typical for this position.

Baidu is a certified company. The job location is certified. The position has a user feedback score of 4.04, and 10 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
SAP,Business Analyst,1,0,3.18,26,1,"**Position:** Business Analyst
**Company:** SAP

**Job Description:**
We are seeking a Business Analyst to join our team at SAP. This role involves performing tasks and responsibilities typical for this position.

SAP is a certified company. The job location is not certified. The position has a user feedback score of 3.18, and 26 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Tata,Legal Consultant,0,0,1.99,31,1,"**Position:** Legal Consultant
**Company:** Tata

**Job Description:**
We are seeking a Legal Consultant to join our team at Tata. This role involves performing tasks and responsibilities typical for this position.

Tata is not a certified company. The job location is not certified. The position has a user feedback score of 1.99, and 31 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Amazon,Business Analyst,1,0,4.03,22,1,"**Position:** Business Analyst
**Company:** Amazon

**Job Description:**
We are seeking a Business Analyst to join our team at Amazon. This role involves performing tasks and responsibilities typical for this position.

Amazon is a certified company. The job location is not certified. The position has a user feedback score of 4.03, and 22 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.amazon.com
Adobe,Sales Representative,0,1,1.1,6,0,"**Position:** Sales Representative
**Company:** Adobe

**Job Description:**
We are seeking a Sales Representative to join our team at Adobe. This role involves performing tasks and responsibilities typical for this position.

Adobe is not a certified company. The job location is certified. The position has a user feedback score of 1.10, and 6 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.adobe.com
JD.com,Cloud Architect,1,0,4.49,21,1,"**Position:** Cloud Architect
**Company:** JD.com

**Job Description:**
We are seeking a Cloud Architect to join our team at JD.com. This role involves performing tasks and responsibilities typical for this position.

JD.com is a certified company. The job location is not certified. The position has a user feedback score of 4.49, and 21 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Ericsson,Data Scientist,1,1,1.02,28,1,"**Position:** Data Scientist
**Company:** Ericsson

**Job Description:**
We are seeking a Data Scientist to join our team at Ericsson. This role involves performing tasks and responsibilities typical for this position.

Ericsson is a certified company. The job location is certified. The position has a user feedback score of 1.02, and 28 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
IBM,Legal Consultant,0,1,2.65,16,0,"**Position:** Legal Consultant
**Company:** IBM

**Job Description:**
We are seeking a Legal Consultant to join our team at IBM. This role involves performing tasks and responsibilities typical for this position.

IBM is not a certified company. The job location is certified. The position has a user feedback score of 2.65, and 16 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.ibm.com
Baidu,Cloud Architect,0,1,2.51,24,1,"**Position:** Cloud Architect
**Company:** Baidu

**Job Description:**
We are seeking a Cloud Architect to join our team at Baidu. This role involves performing tasks and responsibilities typical for this position.

Baidu is not a certified company. The job location is certified. The position has a user feedback score of 2.51, and 24 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Sony,Sales Representative,1,0,3.16,24,1,"**Position:** Sales Representative
**Company:** Sony

**Job Description:**
We are seeking a Sales Representative to join our team at Sony. This role involves performing tasks and responsibilities typical for this position.

Sony is a certified company. The job location is not certified. The position has a user feedback score of 3.16, and 24 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Uber,Sales Representative,1,1,1.4,11,0,"**Position:** Sales Representative
**Company:** Uber

**Job Description:**
We are seeking a Sales Representative to join our team at Uber. This role involves performing tasks and responsibilities typical for this position.

Uber is a certified company. The job location is certified. The position has a user feedback score of 1.40, and 11 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.uber.com
Cisco,Sales Representative,0,1,3.67,44,1,"**Position:** Sales Representative
**Company:** Cisco

**Job Description:**
We are seeking a Sales Representative to join our team at Cisco. This role involves performing tasks and responsibilities typical for this position.

Cisco is not a certified company. The job location is certified. The position has a user feedback score of 3.67, and 44 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
General Electric,Marketing Manager,0,1,2.25,33,1,"**Position:** Marketing Manager
**Company:** General Electric

**Job Description:**
We are seeking a Marketing Manager to join our team at General Electric. This role involves performing tasks and responsibilities typical for this position.

General Electric is not a certified company. The job location is certified. The position has a user feedback score of 2.25, and 33 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.ge.com
Cognizant,Graphic Designer,1,1,3.87,4,0,"**Position:** Graphic Designer
**Company:** Cognizant

**Job Description:**
We are seeking a Graphic Designer to join our team at Cognizant. This role involves performing tasks and responsibilities typical for this position.

Cognizant is a certified company. The job location is certified. The position has a user feedback score of 3.87, and 4 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Xiaomi,Legal Consultant,0,1,1.77,47,1,"**Position:** Legal Consultant
**Company:** Xiaomi

**Job Description:**
We are seeking a Legal Consultant to join our team at Xiaomi. This role involves performing tasks and responsibilities typical for this position.

Xiaomi is not a certified company. The job location is certified. The position has a user feedback score of 1.77, and 47 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Schneider Electric,Sales Representative,1,0,3.75,5,0,"**Position:** Sales Representative
**Company:** Schneider Electric

**Job Description:**
We are seeking a Sales Representative to join our team at Schneider Electric. This role involves performing tasks and responsibilities typical for this position.

Schneider Electric is a certified company. The job location is not certified. The position has a user feedback score of 3.75, and 5 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
TikTok,Customer Service,1,0,1.81,30,1,"**Position:** Customer Service
**Company:** TikTok

**Job Description:**
We are seeking a Customer Service to join our team at TikTok. This role involves performing tasks and responsibilities typical for this position.

TikTok is a certified company. The job location is not certified. The position has a user feedback score of 1.81, and 30 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Baidu,Finance Analyst,0,0,3.78,14,1,"**Position:** Finance Analyst
**Company:** Baidu

**Job Description:**
We are seeking a Finance Analyst to join our team at Baidu. This role involves performing tasks and responsibilities typical for this position.

Baidu is not a certified company. The job location is not certified. The position has a user feedback score of 3.78, and 14 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
HP,Customer Service,1,0,1.22,30,1,"**Position:** Customer Service
**Company:** HP

**Job Description:**
We are seeking a Customer Service to join our team at HP. This role involves performing tasks and responsibilities typical for this position.

HP is a certified company. The job location is not certified. The position has a user feedback score of 1.22, and 30 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Capgemini,Product Manager,1,0,1.99,8,0,"**Position:** Product Manager
**Company:** Capgemini

**Job Description:**
We are seeking a Product Manager to join our team at Capgemini. This role involves performing tasks and responsibilities typical for this position.

Capgemini is a certified company. The job location is not certified. The position has a user feedback score of 1.99, and 8 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Apple,IT Support,0,1,4.91,10,0,"**Position:** IT Support
**Company:** Apple

**Job Description:**
We are seeking a IT Support to join our team at Apple. This role involves performing tasks and responsibilities typical for this position.

Apple is not a certified company. The job location is certified. The position has a user feedback score of 4.91, and 10 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.apple.com
Ericsson,Marketing Manager,0,0,3.26,36,1,"**Position:** Marketing Manager
**Company:** Ericsson

**Job Description:**
We are seeking a Marketing Manager to join our team at Ericsson. This role involves performing tasks and responsibilities typical for this position.

Ericsson is not a certified company. The job location is not certified. The position has a user feedback score of 3.26, and 36 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Samsung,Customer Service,0,1,3.43,30,1,"**Position:** Customer Service
**Company:** Samsung

**Job Description:**
We are seeking a Customer Service to join our team at Samsung. This role involves performing tasks and responsibilities typical for this position.

Samsung is not a certified company. The job location is certified. The position has a user feedback score of 3.43, and 30 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Intel,HR Specialist,0,1,3.09,6,0,"**Position:** HR Specialist
**Company:** Intel

**Job Description:**
We are seeking a HR Specialist to join our team at Intel. This role involves performing tasks and responsibilities typical for this position.

Intel is not a certified company. The job location is certified. The position has a user feedback score of 3.09, and 6 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.intel.com
Nvidia,AI Engineer,0,0,2.37,21,1,"**Position:** AI Engineer
**Company:** Nvidia

**Job Description:**
We are seeking a AI Engineer to join our team at Nvidia. This role involves performing tasks and responsibilities typical for this position.

Nvidia is not a certified company. The job location is not certified. The position has a user feedback score of 2.37, and 21 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Wipro,Technical Writer,1,0,4.02,40,1,"**Position:** Technical Writer
**Company:** Wipro

**Job Description:**
We are seeking a Technical Writer to join our team at Wipro. This role involves performing tasks and responsibilities typical for this position.

Wipro is a certified company. The job location is not certified. The position has a user feedback score of 4.02, and 40 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Ericsson,Operations Manager,0,0,1.92,45,1,"**Position:** Operations Manager
**Company:** Ericsson

**Job Description:**
We are seeking a Operations Manager to join our team at Ericsson. This role involves performing tasks and responsibilities typical for this position.

Ericsson is not a certified company. The job location is not certified. The position has a user feedback score of 1.92, and 45 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Adobe,Operations Manager,1,0,2.99,47,1,"**Position:** Operations Manager
**Company:** Adobe

**Job Description:**
We are seeking a Operations Manager to join our team at Adobe. This role involves performing tasks and responsibilities typical for this position.

Adobe is a certified company. The job location is not certified. The position has a user feedback score of 2.99, and 47 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.adobe.com
HP,Sales Representative,1,0,4.17,44,1,"**Position:** Sales Representative
**Company:** HP

**Job Description:**
We are seeking a Sales Representative to join our team at HP. This role involves performing tasks and responsibilities typical for this position.

HP is a certified company. The job location is not certified. The position has a user feedback score of 4.17, and 44 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Facebook,Sales Representative,1,0,4.18,38,1,"**Position:** Sales Representative
**Company:** Facebook

**Job Description:**
We are seeking a Sales Representative to join our team at Facebook. This role involves performing tasks and responsibilities typical for this position.

Facebook is a certified company. The job location is not certified. The position has a user feedback score of 4.18, and 38 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.facebook.com
Hitachi,Technical Writer,0,0,1.31,33,1,"**Position:** Technical Writer
**Company:** Hitachi

**Job Description:**
We are seeking a Technical Writer to join our team at Hitachi. This role involves performing tasks and responsibilities typical for this position.

Hitachi is not a certified company. The job location is not certified. The position has a user feedback score of 1.31, and 33 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
PayPal,Finance Analyst,0,0,1.21,43,1,"**Position:** Finance Analyst
**Company:** PayPal

**Job Description:**
We are seeking a Finance Analyst to join our team at PayPal. This role involves performing tasks and responsibilities typical for this position.

PayPal is not a certified company. The job location is not certified. The position has a user feedback score of 1.21, and 43 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Tata,Data Scientist,1,0,2.34,13,0,"**Position:** Data Scientist
**Company:** Tata

**Job Description:**
We are seeking a Data Scientist to join our team at Tata. This role involves performing tasks and responsibilities typical for this position.

Tata is a certified company. The job location is not certified. The position has a user feedback score of 2.34, and 13 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Siemens,UX Designer,0,1,3.42,5,0,"**Position:** UX Designer
**Company:** Siemens

**Job Description:**
We are seeking a UX Designer to join our team at Siemens. This role involves performing tasks and responsibilities typical for this position.

Siemens is not a certified company. The job location is certified. The position has a user feedback score of 3.42, and 5 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Microsoft,Customer Service,1,0,1.52,1,0,"**Position:** Customer Service
**Company:** Microsoft

**Job Description:**
We are seeking a Customer Service to join our team at Microsoft. This role involves performing tasks and responsibilities typical for this position.

Microsoft is a certified company. The job location is not certified. The position has a user feedback score of 1.52, and 1 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.microsoft.com
Apple,Cloud Architect,0,1,2.3,5,0,"**Position:** Cloud Architect
**Company:** Apple

**Job Description:**
We are seeking a Cloud Architect to join our team at Apple. This role involves performing tasks and responsibilities typical for this position.

Apple is not a certified company. The job location is certified. The position has a user feedback score of 2.30, and 5 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.apple.com
Airbnb,Legal Consultant,0,0,2.95,27,1,"**Position:** Legal Consultant
**Company:** Airbnb

**Job Description:**
We are seeking a Legal Consultant to join our team at Airbnb. This role involves performing tasks and responsibilities typical for this position.

Airbnb is not a certified company. The job location is not certified. The position has a user feedback score of 2.95, and 27 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.airbnb.com
Airbnb,Customer Service,1,1,4.97,8,0,"**Position:** Customer Service
**Company:** Airbnb

**Job Description:**
We are seeking a Customer Service to join our team at Airbnb. This role involves performing tasks and responsibilities typical for this position.

Airbnb is a certified company. The job location is certified. The position has a user feedback score of 4.97, and 8 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.airbnb.com
Oracle,Data Scientist,1,1,4.37,31,1,"**Position:** Data Scientist
**Company:** Oracle

**Job Description:**
We are seeking a Data Scientist to join our team at Oracle. This role involves performing tasks and responsibilities typical for this position.

Oracle is a certified company. The job location is certified. The position has a user feedback score of 4.37, and 31 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.oracle.com
Wipro,UX Designer,0,0,3.79,44,1,"**Position:** UX Designer
**Company:** Wipro

**Job Description:**
We are seeking a UX Designer to join our team at Wipro. This role involves performing tasks and responsibilities typical for this position.

Wipro is not a certified company. The job location is not certified. The position has a user feedback score of 3.79, and 44 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Adobe,Software Engineer,1,0,2.86,11,0,"**Position:** Software Engineer
**Company:** Adobe

**Job Description:**
We are seeking a Software Engineer to join our team at Adobe. This role involves performing tasks and responsibilities typical for this position.

Adobe is a certified company. The job location is not certified. The position has a user feedback score of 2.86, and 11 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.adobe.com
JD.com,IT Support,1,0,2.72,27,1,"**Position:** IT Support
**Company:** JD.com

**Job Description:**
We are seeking a IT Support to join our team at JD.com. This role involves performing tasks and responsibilities typical for this position.

JD.com is a certified company. The job location is not certified. The position has a user feedback score of 2.72, and 27 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Tesla,Cybersecurity Analyst,0,1,4.12,17,0,"**Position:** Cybersecurity Analyst
**Company:** Tesla

**Job Description:**
We are seeking a Cybersecurity Analyst to join our team at Tesla. This role involves performing tasks and responsibilities typical for this position.

Tesla is not a certified company. The job location is certified. The position has a user feedback score of 4.12, and 17 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.tesla.com
Ericsson,Business Analyst,1,0,1.11,35,1,"**Position:** Business Analyst
**Company:** Ericsson

**Job Description:**
We are seeking a Business Analyst to join our team at Ericsson. This role involves performing tasks and responsibilities typical for this position.

Ericsson is a certified company. The job location is not certified. The position has a user feedback score of 1.11, and 35 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Xiaomi,Marketing Manager,1,0,3.7,18,0,"**Position:** Marketing Manager
**Company:** Xiaomi

**Job Description:**
We are seeking a Marketing Manager to join our team at Xiaomi. This role involves performing tasks and responsibilities typical for this position.

Xiaomi is a certified company. The job location is not certified. The position has a user feedback score of 3.70, and 18 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Zoom,Network Engineer,0,0,1.02,24,1,"**Position:** Network Engineer
**Company:** Zoom

**Job Description:**
We are seeking a Network Engineer to join our team at Zoom. This role involves performing tasks and responsibilities typical for this position.

Zoom is not a certified company. The job location is not certified. The position has a user feedback score of 1.02, and 24 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Alibaba,AI Engineer,1,0,2.12,46,1,"**Position:** AI Engineer
**Company:** Alibaba

**Job Description:**
We are seeking a AI Engineer to join our team at Alibaba. This role involves performing tasks and responsibilities typical for this position.

Alibaba is a certified company. The job location is not certified. The position has a user feedback score of 2.12, and 46 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Tesla,HR Specialist,1,0,1.24,6,0,"**Position:** HR Specialist
**Company:** Tesla

**Job Description:**
We are seeking a HR Specialist to join our team at Tesla. This role involves performing tasks and responsibilities typical for this position.

Tesla is a certified company. The job location is not certified. The position has a user feedback score of 1.24, and 6 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.tesla.com
Apple,Legal Consultant,0,0,4.13,18,1,"**Position:** Legal Consultant
**Company:** Apple

**Job Description:**
We are seeking a Legal Consultant to join our team at Apple. This role involves performing tasks and responsibilities typical for this position.

Apple is not a certified company. The job location is not certified. The position has a user feedback score of 4.13, and 18 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.apple.com
Tata,AI Engineer,0,0,2.6,22,1,"**Position:** AI Engineer
**Company:** Tata

**Job Description:**
We are seeking a AI Engineer to join our team at Tata. This role involves performing tasks and responsibilities typical for this position.

Tata is not a certified company. The job location is not certified. The position has a user feedback score of 2.60, and 22 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Intel,Data Scientist,1,1,4.89,38,1,"**Position:** Data Scientist
**Company:** Intel

**Job Description:**
We are seeking a Data Scientist to join our team at Intel. This role involves performing tasks and responsibilities typical for this position.

Intel is a certified company. The job location is certified. The position has a user feedback score of 4.89, and 38 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.intel.com
Huawei,DevOps Engineer,1,0,2.58,2,0,"**Position:** DevOps Engineer
**Company:** Huawei

**Job Description:**
We are seeking a DevOps Engineer to join our team at Huawei. This role involves performing tasks and responsibilities typical for this position.

Huawei is a certified company. The job location is not certified. The position has a user feedback score of 2.58, and 2 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Twitter,Operations Manager,0,0,4.35,21,1,"**Position:** Operations Manager
**Company:** Twitter

**Job Description:**
We are seeking a Operations Manager to join our team at Twitter. This role involves performing tasks and responsibilities typical for this position.

Twitter is not a certified company. The job location is not certified. The position has a user feedback score of 4.35, and 21 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://twitter.com
Huawei,Customer Service,0,0,4.87,40,1,"**Position:** Customer Service
**Company:** Huawei

**Job Description:**
We are seeking a Customer Service to join our team at Huawei. This role involves performing tasks and responsibilities typical for this position.

Huawei is not a certified company. The job location is not certified. The position has a user feedback score of 4.87, and 40 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Lenovo,Data Scientist,1,1,3.44,37,1,"**Position:** Data Scientist
**Company:** Lenovo

**Job Description:**
We are seeking a Data Scientist to join our team at Lenovo. This role involves performing tasks and responsibilities typical for this position.

Lenovo is a certified company. The job location is certified. The position has a user feedback score of 3.44, and 37 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
LG,Data Scientist,1,1,1.4,5,0,"**Position:** Data Scientist
**Company:** LG

**Job Description:**
We are seeking a Data Scientist to join our team at LG. This role involves performing tasks and responsibilities typical for this position.

LG is a certified company. The job location is certified. The position has a user feedback score of 1.40, and 5 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Facebook,Finance Analyst,1,0,4.02,36,1,"**Position:** Finance Analyst
**Company:** Facebook

**Job Description:**
We are seeking a Finance Analyst to join our team at Facebook. This role involves performing tasks and responsibilities typical for this position.

Facebook is a certified company. The job location is not certified. The position has a user feedback score of 4.02, and 36 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.facebook.com
Airbnb,Customer Service,1,1,4.06,21,1,"**Position:** Customer Service
**Company:** Airbnb

**Job Description:**
We are seeking a Customer Service to join our team at Airbnb. This role involves performing tasks and responsibilities typical for this position.

Airbnb is a certified company. The job location is certified. The position has a user feedback score of 4.06, and 21 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",https://www.airbnb.com
LG,DevOps Engineer,1,0,4.91,3,0,"**Position:** DevOps Engineer
**Company:** LG

**Job Description:**
We are seeking a DevOps Engineer to join our team at LG. This role involves performing tasks and responsibilities typical for this position.

LG is a certified company. The job location is not certified. The position has a user feedback score of 4.91, and 3 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Nvidia,Legal Consultant,0,1,2.96,33,1,"**Position:** Legal Consultant
**Company:** Nvidia

**Job Description:**
We are seeking a Legal Consultant to join our team at Nvidia. This role involves performing tasks and responsibilities typical for this position.

Nvidia is not a certified company. The job location is certified. The position has a user feedback score of 2.96, and 33 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Nokia,Software Engineer,0,1,4.72,14,0,"**Position:** Software Engineer
**Company:** Nokia

**Job Description:**
We are seeking a Software Engineer to join our team at Nokia. This role involves performing tasks and responsibilities typical for this position.

Nokia is not a certified company. The job location is certified. The position has a user feedback score of 4.72, and 14 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Accenture,Product Manager,0,0,2.04,14,1,"**Position:** Product Manager
**Company:** Accenture

**Job Description:**
We are seeking a Product Manager to join our team at Accenture. This role involves performing tasks and responsibilities typical for this position.

Accenture is not a certified company. The job location is not certified. The position has a user feedback score of 2.04, and 14 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
eBay,HR Specialist,0,1,1.1,35,1,"**Position:** HR Specialist
**Company:** eBay

**Job Description:**
We are seeking a HR Specialist to join our team at eBay. This role involves performing tasks and responsibilities typical for this position.

eBay is not a certified company. The job location is certified. The position has a user feedback score of 1.10, and 35 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
HP,Sales Representative,0,1,1.98,30,1,"**Position:** Sales Representative
**Company:** HP

**Job Description:**
We are seeking a Sales Representative to join our team at HP. This role involves performing tasks and responsibilities typical for this position.

HP is not a certified company. The job location is certified. The position has a user feedback score of 1.98, and 30 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
LG,Marketing Manager,0,0,3.54,27,1,"**Position:** Marketing Manager
**Company:** LG

**Job Description:**
We are seeking a Marketing Manager to join our team at LG. This role involves performing tasks and responsibilities typical for this position.

LG is not a certified company. The job location is not certified. The position has a user feedback score of 3.54, and 27 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Xiaomi,Cloud Architect,1,1,3.09,6,0,"**Position:** Cloud Architect
**Company:** Xiaomi

**Job Description:**
We are seeking a Cloud Architect to join our team at Xiaomi. This role involves performing tasks and responsibilities typical for this position.

Xiaomi is a certified company. The job location is certified. The position has a user feedback score of 3.09, and 6 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
Accenture,Product Manager,1,1,3.3,33,1,"**Position:** Product Manager
**Company:** Accenture

**Job Description:**
We are seeking a Product Manager to join our team at Accenture. This role involves performing tasks and responsibilities typical for this position.

Accenture is a certified company. The job location is certified. The position has a user feedback score of 3.30, and 33 scam report(s) have been associated with it. Applicants are advised to proceed with caution if any red flags arise.",Not available
